dist_bin,stop_count,area_sqkm,stop_density_per_sqkm
"(0, 2]",390,12.566370614359172,31.03521390291959
"(2, 4]",1029,37.69911184307752,27.29507274026005
"(4, 6]",1124,62.83185307179586,17.889015603529035
"(6, 8]",1399,87.96459430051421,15.904126098968684
"(8, 10]",1158,113.09733552923255,10.2389680055786
"(10, 12]",927,138.23007675795088,6.706210556644863
"(12, 15]",932,254.46900494077323,3.662528566954234
"(15, 20]",890,549.7787143782137,1.6188331354489927
"(20, 30]",524,1570.7963267948965,0.33358876072061266
