bus_line,direction,stop_count,route_length_km,avg_inter_stop_distance_km,mean_distance_from_center_km,max_distance_from_center_km
492,direction_1,36,9.596861438556578,0.2741960411016165,1.949296574114596,4.293750232259822
495,direction_0,42,10.545527709496826,0.2572079929145567,2.9823618293629095,4.255160529237674
495,direction_1,42,10.875575756156227,0.26525794527210306,2.893992463998418,4.255160529237674
5,direction_0,21,6.601369890288759,0.330068494514438,4.4807600553015074,7.1046854908390165
5,direction_1,24,7.142490143017469,0.3105430496964117,4.645423972373524,7.227798161643792
506,direction_0,27,12.308183382882627,0.47339166857240866,13.158703325171466,15.577442939369998
506,direction_1,34,13.595248442713249,0.41197722553676513,13.306251414549047,15.634010682177049
63,direction_0,45,12.260509807220192,0.27864795016409527,4.431397419100544,9.08733216274655
63,direction_1,46,13.149825182137278,0.2922183373808284,4.0824409728704785,9.08733216274655
70,direction_0,28,7.022511742535146,0.26009302750130164,1.5284000719647997,3.2400784686351027
70,direction_1,25,6.7604378545061365,0.2816849106044223,1.6232756997043245,3.2400784686351027
71,direction_0,38,10.450611225586753,0.28244895204288517,2.059531012382081,4.246744973129029
8,direction_0,16,5.386352054246699,0.3590901369497799,2.3199107126995617,4.055159696400315
8,direction_1,16,5.327385295780808,0.3551590197187206,2.5461341788077068,4.055159696400315
80,direction_0,28,11.757390546860435,0.43545890914297913,5.745520304525849,9.895009785417598
80,direction_1,28,11.812151136340857,0.43748707912373547,5.906618250542805,9.922733685049089
85,direction_0,31,8.632763904863483,0.2877587968287828,2.670883761453379,5.54777498699559
85,direction_1,34,8.679086850447506,0.2630026318317426,2.5133836339726785,5.54777498699559
87,direction_0,33,9.061221945030065,0.28316318578218946,2.380939068159194,4.888711986910828
87,direction_1,34,8.487172293822281,0.25718703920673575,2.3105501703509463,4.888711986910828
913,direction_0,29,7.820332247213689,0.2792975802576318,4.600427443549933,6.942515140960932
913,direction_1,28,8.121549832233397,0.3007981419345703,4.161816859387737,6.942515140960932
92,direction_0,29,8.04672168721487,0.28738291740053107,4.617988163161131,7.379105923503564
92,direction_1,31,8.531091692416405,0.2843697230805468,4.610588456778935,7.501533866657018
98,direction_0,37,9.43600252482321,0.26211118124508914,4.844490153034064,8.064752353310558
98,direction_1,37,9.449534434153234,0.2624870676153676,5.102015422296366,8.064752353310558
981,direction_0,27,14.850222805958804,0.5711624156138001,7.336938591904471,9.386590457069778
981,direction_1,33,15.277698847631248,0.47742808898847655,7.3897295298118735,9.73084203510543
C13,direction_0,57,29.522201546187354,0.5271821704676313,16.667875866214402,24.872301522528485
C13,direction_1,63,31.19671962110526,0.503172897114601,17.000656483835694,24.9589040925168
C4,direction_0,42,41.15033336034699,1.0036666673255366,17.584817643507716,24.872301522528485
C4,direction_1,34,38.776724114439915,1.1750522458921187,19.310528347620405,24.90088948614825
01,direction_0,22,5.665604430247637,0.26979068715464943,25.198304678911118,25.901134178309295
01,direction_1,29,6.222697674142777,0.2222392026479563,25.108053578918142,25.901134178309295
016,direction_0,38,9.20928670664994,0.24889964072026868,17.226404418230363,20.17759870551478
016,direction_1,38,9.842627957828363,0.266016971833199,17.122468630094417,20.17759870551478
016F,direction_0,36,9.391054624718981,0.26831584642054235,17.068439459322512,19.753382089180302
016F,direction_1,41,12.45578659678188,0.3113946649195469,17.351268487226193,20.763050407589617
029,direction_0,8,4.936864071201135,0.7052662958858764,9.101307576119305,9.540934220365234
029,direction_1,9,4.963824540341693,0.6204780675427115,9.04128223964,9.511010282364389
03,direction_0,49,11.63647686044787,0.24242660125933072,17.591468709348423,19.65174740875418
09,direction_0,12,2.120562143116281,0.19277837664693465,13.172182469414428,13.382443473569811
19NAV,direction_0,31,8.483703373147787,0.2827901124382596,2.7136871268656613,3.135173752173992
19NAV,direction_1,28,7.980787457378922,0.29558472064366376,2.723333271022599,3.1079204677591683
2BUS,direction_0,22,6.222376138081481,0.2963036256229277,3.3808838136953194,4.435370744738639
2BUS,direction_1,9,2.423172963253167,0.3028966204066459,3.0729915521155418,4.113386462686068
33,direction_0,32,8.236623226012725,0.2656975234197653,4.111800161426858,5.883372171668954
33,direction_1,31,9.361573220703248,0.3120524406901082,4.187928345973577,6.135261550746319
334,direction_0,40,14.079194129959298,0.36100497769126405,9.206975614227222,10.422791880484164
334,direction_1,36,10.49268883870204,0.2997911096772012,9.316833581965756,10.596785478771931
341,direction_0,34,10.642479496745747,0.322499378689265,8.597664730754913,9.922733685049089
341,direction_1,34,10.368588617649907,0.3141996550803003,8.551251688429048,9.837381806975898
409,direction_0,21,5.578228460924902,0.2789114230462451,4.973879603810459,5.546444050092555
409,direction_1,19,5.33414053616556,0.29634114089808666,4.949542922606841,5.546444050092555
A01,direction_0,7,6.46062939985949,1.0767715666432485,4.0203207032945985,7.441330375238221
A05,direction_0,5,7.593695367619139,1.8984238419047847,11.725830224120688,14.10944280865933
A06,direction_0,7,4.521428619864082,0.7535714366440137,5.259584443152444,7.441330375238221
A07,direction_0,8,6.538037292323129,0.9340053274747327,7.711783649886328,8.03873830714048
A10,direction_0,8,6.685531444867506,0.955075920695358,3.96102814368367,7.627415438159544
A50,direction_0,5,7.78640461348728,1.94660115337182,11.689579206780667,14.10944280865933
A60,direction_0,7,4.6798755994300745,0.779979266571679,5.3406085830943795,7.627415438159544
